match_id,week_tag,created_at,user_a,user_b,display_score,rank_score,overall_confidence,score_personality_total,score_mbti_total,score_astro_total,score_bazi,score_zodiac,score_constellation,score_natal_chart,mutual_like,first_message,reply_24h,sustained_7d,explanation_view,m_personality_score,m_personality_confidence,m_personality_degraded,m_personality_weight,m_personality_verdict,m_mbti_score,m_mbti_confidence,m_mbti_degraded,m_mbti_weight,m_mbti_verdict,m_bazi_score,m_bazi_confidence,m_bazi_degraded,m_bazi_weight,m_bazi_verdict,m_zodiac_score,m_zodiac_confidence,m_zodiac_degraded,m_zodiac_weight,m_zodiac_verdict,m_constellation_score,m_constellation_confidence,m_constellation_degraded,m_constellation_weight,m_constellation_verdict,m_natal_chart_score,m_natal_chart_confidence,m_natal_chart_degraded,m_natal_chart_weight,m_natal_chart_verdict,m_pair_chart_score,m_pair_chart_confidence,m_pair_chart_degraded,m_pair_chart_weight,m_pair_chart_verdict,label_positive_reply24h,label_positive_sustained7d
11648,2026-W13,2026-03-29T11:49:34+00:00,1415,1832,72,79,0.9,71,56,68,74,55,60,70,0,1,0,0,0,71,0.9,0,0.58,medium,56,0.62,0,0.07,weak,74,0.92,0,0.1575,medium,55,1,0,0.0875,weak,60,1,0,0.028,medium,70,0.9,0,0.0245,medium,74,0.92,0,0.0525,medium,0,0
11647,2026-W13,2026-03-29T11:49:34+00:00,1414,1740,76,84,0.9,72,63,76,69,85,85,78,0,0,0,0,1,72,0.9,0,0.58,medium,63,0.62,0,0.07,medium,69,0.92,0,0.1575,medium,85,1,0,0.0875,strong,85,1,0,0.028,strong,78,0.9,0,0.0245,medium,76,0.92,0,0.0525,medium,0,0
11646,2026-W13,2026-03-29T11:49:34+00:00,1413,1558,76,83,0.9,66,53,67,68,55,60,80,1,0,0,0,0,66,0.9,0,0.58,medium,53,0.62,0,0.07,weak,68,0.92,0,0.1575,medium,55,1,0,0.0875,weak,60,1,0,0.028,medium,80,0.9,0,0.0245,strong,79,0.92,0,0.0525,medium,0,0
11645,2026-W13,2026-03-29T11:49:34+00:00,1412,1668,75,82,0.9,65,63,63,67,55,60,60,0,1,0,0,0,65,0.9,0,0.58,medium,63,0.62,0,0.07,medium,67,0.92,0,0.1575,medium,55,1,0,0.0875,weak,60,1,0,0.028,medium,60,0.9,0,0.0245,medium,68,0.92,0,0.0525,medium,0,0
11644,2026-W13,2026-03-29T11:49:34+00:00,1410,2054,77,85,0.9,67,55,76,71,85,85,78,1,1,1,1,0,67,0.9,0,0.58,medium,55,0.62,0,0.07,weak,71,0.92,0,0.1575,medium,85,1,0,0.0875,strong,85,1,0,0.028,strong,78,0.9,0,0.0245,medium,69,0.92,0,0.0525,medium,1,1
11643,2026-W13,2026-03-29T11:49:34+00:00,1407,1550,75,82,0.9,76,59,71,76,60,60,78,0,1,1,0,0,76,0.9,0,0.58,medium,59,0.62,0,0.07,weak,76,0.92,0,0.1575,medium,60,1,0,0.0875,medium,60,1,0,0.028,medium,78,0.9,0,0.0245,medium,79,0.92,0,0.0525,medium,1,0
11642,2026-W13,2026-03-29T11:49:34+00:00,1406,1466,74,81,0.9,69,59,61,55,55,60,77,0,1,1,0,1,69,0.9,0,0.58,medium,59,0.62,0,0.07,weak,55,0.92,0,0.1575,weak,55,1,0,0.0875,weak,60,1,0,0.028,medium,77,0.9,0,0.0245,medium,79,0.92,0,0.0525,medium,1,0
11641,2026-W13,2026-03-29T11:49:34+00:00,1405,1657,78,86,0.9,74,56,65,68,55,60,70,0,0,0,0,0,74,0.9,0,0.58,medium,56,0.62,0,0.07,weak,68,0.92,0,0.1575,medium,55,1,0,0.0875,weak,60,1,0,0.028,medium,70,0.9,0,0.0245,medium,72,0.92,0,0.0525,medium,0,0
11640,2026-W13,2026-03-29T11:49:34+00:00,1404,1570,77,85,0.9,70,59,69,66,85,60,60,1,0,0,0,1,70,0.9,0,0.58,medium,59,0.62,0,0.07,weak,66,0.92,0,0.1575,medium,85,1,0,0.0875,strong,60,1,0,0.028,medium,60,0.9,0,0.0245,medium,62,0.92,0,0.0525,medium,0,0
11639,2026-W13,2026-03-29T11:49:34+00:00,1403,1566,73,80,0.9,77,54,62,68,30,85,78,0,1,0,0,0,77,0.9,0,0.58,medium,54,0.62,0,0.07,weak,68,0.92,0,0.1575,medium,30,1,0,0.0875,weak,85,1,0,0.028,strong,78,0.9,0,0.0245,medium,76,0.92,0,0.0525,medium,0,0
11638,2026-W13,2026-03-29T11:49:34+00:00,1402,1717,75,82,0.9,63,58,66,65,55,75,75,0,1,1,1,0,63,0.9,0,0.58,medium,58,0.62,0,0.07,weak,65,0.92,0,0.1575,medium,55,1,0,0.0875,weak,75,1,0,0.028,medium,75,0.9,0,0.0245,medium,78,0.92,0,0.0525,medium,1,1
11637,2026-W13,2026-03-29T11:49:34+00:00,1401,1748,68,74,0.9,67,59,66,69,55,60,70,0,1,0,0,1,67,0.9,0,0.58,medium,59,0.62,0,0.07,weak,69,0.92,0,0.1575,medium,55,1,0,0.0875,weak,60,1,0,0.028,medium,70,0.9,0,0.0245,medium,74,0.92,0,0.0525,medium,0,0
11636,2026-W13,2026-03-29T11:49:34+00:00,1398,1884,73,81,0.9,61,63,66,71,55,60,70,1,1,0,0,1,61,0.9,0,0.58,medium,63,0.62,0,0.07,medium,71,0.92,0,0.1575,medium,55,1,0,0.0875,weak,60,1,0,0.028,medium,70,0.9,0,0.0245,medium,72,0.92,0,0.0525,medium,0,0
11635,2026-W13,2026-03-29T11:49:34+00:00,1397,1901,74,81,0.9,70,58,61,67,35,60,80,0,0,0,0,0,70,0.9,0,0.58,medium,58,0.62,0,0.07,weak,67,0.92,0,0.1575,medium,35,1,0,0.0875,weak,60,1,0,0.028,medium,80,0.9,0,0.0245,strong,81,0.92,0,0.0525,strong,0,0
11634,2026-W13,2026-03-29T11:49:34+00:00,1396,1811,73,81,0.9,63,53,65,63,60,60,77,0,0,0,0,0,63,0.9,0,0.58,medium,53,0.62,0,0.07,weak,63,0.92,0,0.1575,medium,60,1,0,0.0875,medium,60,1,0,0.028,medium,77,0.9,0,0.0245,medium,76,0.92,0,0.0525,medium,0,0
11633,2026-W13,2026-03-29T11:49:34+00:00,1392,1900,69,76,0.9,68,56,68,72,55,75,75,1,0,0,0,0,68,0.9,0,0.58,medium,56,0.62,0,0.07,weak,72,0.92,0,0.1575,medium,55,1,0,0.0875,weak,75,1,0,0.028,medium,75,0.9,0,0.0245,medium,69,0.92,0,0.0525,medium,0,0
11632,2026-W13,2026-03-29T11:49:34+00:00,1391,1486,80,88,0.9,73,59,64,65,55,85,68,1,0,0,0,0,73,0.9,0,0.58,medium,59,0.62,0,0.07,weak,65,0.92,0,0.1575,medium,55,1,0,0.0875,weak,85,1,0,0.028,strong,68,0.9,0,0.0245,medium,65,0.92,0,0.0525,medium,0,0
11631,2026-W13,2026-03-29T11:49:34+00:00,1390,1526,67,73,0.9,67,59,64,65,55,85,68,0,1,0,0,1,67,0.9,0,0.58,medium,59,0.62,0,0.07,weak,65,0.92,0,0.1575,medium,55,1,0,0.0875,weak,85,1,0,0.028,strong,68,0.9,0,0.0245,medium,65,0.92,0,0.0525,medium,0,0
11630,2026-W13,2026-03-29T11:49:34+00:00,1389,1891,74,81,0.9,63,60,73,67,85,85,68,1,0,0,0,0,63,0.9,0,0.58,medium,60,0.62,0,0.07,medium,67,0.92,0,0.1575,medium,85,1,0,0.0875,strong,85,1,0,0.028,strong,68,0.9,0,0.0245,medium,65,0.92,0,0.0525,medium,0,0
11629,2026-W13,2026-03-29T11:49:34+00:00,1387,1597,80,88,0.9,70,58,69,75,55,75,75,1,1,0,0,1,70,0.9,0,0.58,medium,58,0.62,0,0.07,weak,75,0.92,0,0.1575,medium,55,1,0,0.0875,weak,75,1,0,0.028,medium,75,0.9,0,0.0245,medium,69,0.92,0,0.0525,medium,0,0
11628,2026-W13,2026-03-29T11:49:34+00:00,1386,1516,77,85,0.9,69,55,62,67,55,60,60,1,1,1,0,0,69,0.9,0,0.58,medium,55,0.62,0,0.07,weak,67,0.92,0,0.1575,medium,55,1,0,0.0875,weak,60,1,0,0.028,medium,60,0.9,0,0.0245,medium,62,0.92,0,0.0525,medium,1,0
11627,2026-W13,2026-03-29T11:49:34+00:00,1385,2021,77,85,0.9,63,60,71,79,55,85,68,1,0,0,0,1,63,0.9,0,0.58,medium,60,0.62,0,0.07,medium,79,0.92,0,0.1575,medium,55,1,0,0.0875,weak,85,1,0,0.028,strong,68,0.9,0,0.0245,medium,65,0.92,0,0.0525,medium,0,0
11626,2026-W13,2026-03-29T11:49:34+00:00,1384,1818,79,87,0.9,71,52,66,68,55,85,68,0,1,0,0,0,71,0.9,0,0.58,medium,52,0.62,0,0.07,weak,68,0.92,0,0.1575,medium,55,1,0,0.0875,weak,85,1,0,0.028,strong,68,0.9,0,0.0245,medium,65,0.92,0,0.0525,medium,0,0
11625,2026-W13,2026-03-29T11:49:34+00:00,1383,1618,79,87,0.9,73,55,63,65,60,60,60,1,1,0,0,0,73,0.9,0,0.58,medium,55,0.62,0,0.07,weak,65,0.92,0,0.1575,medium,60,1,0,0.0875,medium,60,1,0,0.028,medium,60,0.9,0,0.0245,medium,68,0.92,0,0.0525,medium,0,0
11624,2026-W13,2026-03-29T11:49:33+00:00,1380,1647,64,70,0.9,61,58,78,76,100,60,60,0,0,0,0,0,61,0.9,0,0.58,medium,58,0.62,0,0.07,weak,76,0.92,0,0.1575,medium,100,1,0,0.0875,strong,60,1,0,0.028,medium,60,0.9,0,0.0245,medium,68,0.92,0,0.0525,medium,0,0
11623,2026-W13,2026-03-29T11:49:33+00:00,1379,1524,73,80,0.9,61,53,75,74,85,75,65,1,0,0,0,0,61,0.9,0,0.58,medium,53,0.62,0,0.07,weak,74,0.92,0,0.1575,medium,85,1,0,0.0875,strong,75,1,0,0.028,medium,65,0.9,0,0.0245,medium,65,0.92,0,0.0525,medium,0,0
11622,2026-W13,2026-03-29T11:49:33+00:00,1377,1769,70,77,0.9,72,53,74,66,85,75,81,0,1,1,0,1,72,0.9,0,0.58,medium,53,0.62,0,0.07,weak,66,0.92,0,0.1575,medium,85,1,0,0.0875,strong,75,1,0,0.028,medium,81,0.9,0,0.0245,strong,74,0.92,0,0.0525,medium,1,0
11621,2026-W13,2026-03-29T11:49:33+00:00,1375,1460,76,84,0.9,67,58,73,62,85,90,79,1,1,0,0,0,67,0.9,0,0.58,medium,58,0.62,0,0.07,weak,62,0.92,0,0.1575,medium,85,1,0,0.0875,strong,90,1,0,0.028,strong,79,0.9,0,0.0245,medium,76,0.92,0,0.0525,medium,0,0
11620,2026-W13,2026-03-29T11:49:33+00:00,1374,1719,73,80,0.9,69,55,59,68,20,75,84,1,1,1,0,0,69,0.9,0,0.58,medium,55,0.62,0,0.07,weak,68,0.92,0,0.1575,medium,20,1,0,0.0875,weak,75,1,0,0.028,medium,84,0.9,0,0.0245,strong,76,0.92,0,0.0525,medium,1,0
11619,2026-W13,2026-03-29T11:49:33+00:00,1373,1950,80,87,0.9,75,53,67,66,55,90,79,0,0,0,0,1,75,0.9,0,0.58,medium,53,0.62,0,0.07,weak,66,0.92,0,0.1575,medium,55,1,0,0.0875,weak,90,1,0,0.028,strong,79,0.9,0,0.0245,medium,69,0.92,0,0.0525,medium,0,0
11618,2026-W13,2026-03-29T11:49:33+00:00,1372,1986,73,80,0.9,68,59,79,72,100,60,77,1,1,1,0,1,68,0.9,0,0.58,medium,59,0.62,0,0.07,weak,72,0.92,0,0.1575,medium,100,1,0,0.0875,strong,60,1,0,0.028,medium,77,0.9,0,0.0245,medium,78,0.92,0,0.0525,medium,1,0
11617,2026-W13,2026-03-29T11:49:33+00:00,1370,1972,76,84,0.9,67,58,73,69,85,60,70,1,0,0,0,1,67,0.9,0,0.58,medium,58,0.62,0,0.07,weak,69,0.92,0,0.1575,medium,85,1,0,0.0875,strong,60,1,0,0.028,medium,70,0.9,0,0.0245,medium,74,0.92,0,0.0525,medium,0,0
11616,2026-W13,2026-03-29T11:49:33+00:00,1367,1686,73,80,0.9,66,58,65,66,55,60,77,0,1,0,0,0,66,0.9,0,0.58,medium,58,0.62,0,0.07,weak,66,0.92,0,0.1575,medium,55,1,0,0.0875,weak,60,1,0,0.028,medium,77,0.9,0,0.0245,medium,79,0.92,0,0.0525,medium,0,0
11615,2026-W13,2026-03-29T11:49:33+00:00,1366,1571,68,74,0.9,68,54,64,67,55,60,70,1,1,1,0,1,68,0.9,0,0.58,medium,54,0.62,0,0.07,weak,67,0.92,0,0.1575,medium,55,1,0,0.0875,weak,60,1,0,0.028,medium,70,0.9,0,0.0245,medium,72,0.92,0,0.0525,medium,1,0
11614,2026-W13,2026-03-29T11:49:33+00:00,1364,1751,77,85,0.9,68,56,64,63,55,60,77,1,0,0,0,1,68,0.9,0,0.58,medium,56,0.62,0,0.07,weak,63,0.92,0,0.1575,medium,55,1,0,0.0875,weak,60,1,0,0.028,medium,77,0.9,0,0.0245,medium,79,0.92,0,0.0525,medium,0,0
11613,2026-W13,2026-03-29T11:49:33+00:00,1363,1623,72,79,0.9,71,59,67,70,55,85,68,0,0,0,0,1,71,0.9,0,0.58,medium,59,0.62,0,0.07,weak,70,0.92,0,0.1575,medium,55,1,0,0.0875,weak,85,1,0,0.028,strong,68,0.9,0,0.0245,medium,65,0.92,0,0.0525,medium,0,0
11612,2026-W13,2026-03-29T11:49:33+00:00,1361,1411,71,78,0.9,75,59,69,74,55,60,77,0,1,0,0,0,75,0.9,0,0.58,medium,59,0.62,0,0.07,weak,74,0.92,0,0.1575,medium,55,1,0,0.0875,weak,60,1,0,0.028,medium,77,0.9,0,0.0245,medium,76,0.92,0,0.0525,medium,0,0
11611,2026-W13,2026-03-29T11:49:33+00:00,1359,1971,76,84,0.9,71,56,66,71,55,60,70,1,1,0,0,1,71,0.9,0,0.58,medium,56,0.62,0,0.07,weak,71,0.92,0,0.1575,medium,55,1,0,0.0875,weak,60,1,0,0.028,medium,70,0.9,0,0.0245,medium,72,0.92,0,0.0525,medium,0,0
11610,2026-W13,2026-03-29T11:49:33+00:00,1358,1451,72,79,0.9,75,54,64,67,60,60,60,1,0,0,0,0,75,0.9,0,0.58,medium,54,0.62,0,0.07,weak,67,0.92,0,0.1575,medium,60,1,0,0.0875,medium,60,1,0,0.028,medium,60,0.9,0,0.0245,medium,68,0.92,0,0.0525,medium,0,0
11609,2026-W13,2026-03-29T11:49:33+00:00,1357,1449,76,84,0.9,71,56,66,69,55,85,68,1,1,1,0,0,71,0.9,0,0.58,medium,56,0.62,0,0.07,weak,69,0.92,0,0.1575,medium,55,1,0,0.0875,weak,85,1,0,0.028,strong,68,0.9,0,0.0245,medium,65,0.92,0,0.0525,medium,1,0
11608,2026-W13,2026-03-29T11:49:33+00:00,1355,1938,77,85,0.9,68,55,65,70,55,60,60,1,0,0,0,0,68,0.9,0,0.58,medium,55,0.62,0,0.07,weak,70,0.92,0,0.1575,medium,55,1,0,0.0875,weak,60,1,0,0.028,medium,60,0.9,0,0.0245,medium,72,0.92,0,0.0525,medium,0,0
11607,2026-W13,2026-03-29T11:49:33+00:00,1354,1905,68,75,0.9,71,60,67,69,55,60,77,0,0,0,0,1,71,0.9,0,0.58,medium,60,0.62,0,0.07,medium,69,0.92,0,0.1575,medium,55,1,0,0.0875,weak,60,1,0,0.028,medium,77,0.9,0,0.0245,medium,78,0.92,0,0.0525,medium,0,0
11606,2026-W13,2026-03-29T11:49:33+00:00,1353,1886,67,74,0.9,68,60,69,68,55,90,87,1,0,0,0,1,68,0.9,0,0.58,medium,60,0.62,0,0.07,medium,68,0.92,0,0.1575,medium,55,1,0,0.0875,weak,90,1,0,0.028,strong,87,0.9,0,0.0245,strong,75,0.92,0,0.0525,medium,0,0
11605,2026-W13,2026-03-29T11:49:33+00:00,1352,1674,74,81,0.9,69,52,63,63,55,60,70,1,0,0,0,0,69,0.9,0,0.58,medium,52,0.62,0,0.07,weak,63,0.92,0,0.1575,medium,55,1,0,0.0875,weak,60,1,0,0.028,medium,70,0.9,0,0.0245,medium,72,0.92,0,0.0525,medium,0,0
11604,2026-W13,2026-03-29T11:49:33+00:00,1348,1481,79,87,0.9,70,59,66,65,60,75,75,0,0,0,0,0,70,0.9,0,0.58,medium,59,0.62,0,0.07,weak,65,0.92,0,0.1575,medium,60,1,0,0.0875,medium,75,1,0,0.028,medium,75,0.9,0,0.0245,medium,69,0.92,0,0.0525,medium,0,0
11603,2026-W13,2026-03-29T11:49:33+00:00,1347,1825,80,88,0.9,72,59,66,68,60,60,70,1,1,0,0,0,72,0.9,0,0.58,medium,59,0.62,0,0.07,weak,68,0.92,0,0.1575,medium,60,1,0,0.0875,medium,60,1,0,0.028,medium,70,0.9,0,0.0245,medium,74,0.92,0,0.0525,medium,0,0
11602,2026-W13,2026-03-29T11:49:33+00:00,1346,2000,76,83,0.9,67,52,64,71,55,60,60,0,0,0,0,1,67,0.9,0,0.58,medium,52,0.62,0,0.07,weak,71,0.92,0,0.1575,medium,55,1,0,0.0875,weak,60,1,0,0.028,medium,60,0.9,0,0.0245,medium,62,0.92,0,0.0525,medium,0,0
11601,2026-W13,2026-03-29T11:49:33+00:00,1345,1536,64,71,0.9,66,60,63,66,55,60,60,0,0,0,0,0,66,0.9,0,0.58,medium,60,0.62,0,0.07,medium,66,0.92,0,0.1575,medium,55,1,0,0.0875,weak,60,1,0,0.028,medium,60,0.9,0,0.0245,medium,69,0.92,0,0.0525,medium,0,0
11600,2026-W13,2026-03-29T11:49:33+00:00,1344,1356,75,82,0.9,68,56,60,58,55,60,70,0,0,0,0,0,68,0.9,0,0.58,medium,56,0.62,0,0.07,weak,58,0.92,0,0.1575,weak,55,1,0,0.0875,weak,60,1,0,0.028,medium,70,0.9,0,0.0245,medium,72,0.92,0,0.0525,medium,0,0
11599,2026-W13,2026-03-29T11:49:33+00:00,1342,1635,72,79,0.9,65,52,59,74,30,60,60,0,0,0,0,0,65,0.9,0,0.58,medium,52,0.62,0,0.07,weak,74,0.92,0,0.1575,medium,30,1,0,0.0875,weak,60,1,0,0.028,medium,60,0.9,0,0.0245,medium,62,0.92,0,0.0525,medium,0,0
11598,2026-W13,2026-03-29T11:49:33+00:00,1341,1462,83,91,0.9,68,55,79,68,100,90,79,0,0,0,0,0,68,0.9,0,0.58,medium,55,0.62,0,0.07,weak,68,0.92,0,0.1575,medium,100,1,0,0.0875,strong,90,1,0,0.028,strong,79,0.9,0,0.0245,medium,69,0.92,0,0.0525,medium,0,0
11597,2026-W13,2026-03-29T11:49:33+00:00,1339,1767,78,86,0.9,68,55,68,63,55,90,86,0,0,0,0,0,68,0.9,0,0.58,medium,55,0.62,0,0.07,weak,63,0.92,0,0.1575,medium,55,1,0,0.0875,weak,90,1,0,0.028,strong,86,0.9,0,0.0245,strong,83,0.92,0,0.0525,strong,0,0
11596,2026-W13,2026-03-29T11:49:33+00:00,1338,1907,70,77,0.9,76,54,67,69,55,75,75,0,0,0,0,0,76,0.9,0,0.58,medium,54,0.62,0,0.07,weak,69,0.92,0,0.1575,medium,55,1,0,0.0875,weak,75,1,0,0.028,medium,75,0.9,0,0.0245,medium,74,0.92,0,0.0525,medium,0,0
11595,2026-W13,2026-03-29T11:49:33+00:00,1337,1637,60,66,0.9,60,59,64,65,60,60,60,0,0,0,0,0,60,0.9,0,0.58,medium,59,0.62,0,0.07,weak,65,0.92,0,0.1575,medium,60,1,0,0.0875,medium,60,1,0,0.028,medium,60,0.9,0,0.0245,medium,71,0.92,0,0.0525,medium,0,0
11594,2026-W13,2026-03-29T11:49:33+00:00,1335,2043,83,91,0.9,73,63,69,77,55,75,65,0,0,0,0,0,73,0.9,0,0.58,medium,63,0.62,0,0.07,medium,77,0.92,0,0.1575,medium,55,1,0,0.0875,weak,75,1,0,0.028,medium,65,0.9,0,0.0245,medium,65,0.92,0,0.0525,medium,0,0
11593,2026-W13,2026-03-29T11:49:33+00:00,1333,1820,68,75,0.9,67,52,75,80,60,75,84,0,0,0,0,0,67,0.9,0,0.58,medium,52,0.62,0,0.07,weak,80,0.92,0,0.1575,strong,60,1,0,0.0875,medium,75,1,0,0.028,medium,84,0.9,0,0.0245,strong,83,0.92,0,0.0525,strong,0,0
11592,2026-W13,2026-03-29T11:49:33+00:00,1332,1652,78,86,0.9,68,63,75,73,85,60,70,0,0,0,0,0,68,0.9,0,0.58,medium,63,0.62,0,0.07,medium,73,0.92,0,0.1575,medium,85,1,0,0.0875,strong,60,1,0,0.028,medium,70,0.9,0,0.0245,medium,72,0.92,0,0.0525,medium,0,0
11591,2026-W13,2026-03-29T11:49:33+00:00,1331,1887,71,78,0.9,70,56,67,68,55,60,80,0,0,0,0,0,70,0.9,0,0.58,medium,56,0.62,0,0.07,weak,68,0.92,0,0.1575,medium,55,1,0,0.0875,weak,60,1,0,0.028,medium,80,0.9,0,0.0245,strong,79,0.92,0,0.0525,medium,0,0
11590,2026-W13,2026-03-29T11:49:33+00:00,1330,1388,75,83,0.9,68,59,68,68,55,75,84,0,0,0,0,0,68,0.9,0,0.58,medium,59,0.62,0,0.07,weak,68,0.92,0,0.1575,medium,55,1,0,0.0875,weak,75,1,0,0.028,medium,84,0.9,0,0.0245,strong,76,0.92,0,0.0525,medium,0,0
11589,2026-W13,2026-03-29T11:49:33+00:00,1329,1718,76,84,0.9,66,59,73,66,85,75,75,0,0,0,0,0,66,0.9,0,0.58,medium,59,0.62,0,0.07,weak,66,0.92,0,0.1575,medium,85,1,0,0.0875,strong,75,1,0,0.028,medium,75,0.9,0,0.0245,medium,69,0.92,0,0.0525,medium,0,0
11588,2026-W13,2026-03-29T11:49:33+00:00,1326,1673,76,83,0.9,60,60,75,64,100,60,77,0,0,0,0,0,60,0.9,0,0.58,medium,60,0.62,0,0.07,medium,64,0.92,0,0.1575,medium,100,1,0,0.0875,strong,60,1,0,0.028,medium,77,0.9,0,0.0245,medium,76,0.92,0,0.0525,medium,0,0
11587,2026-W13,2026-03-29T11:49:33+00:00,1323,2044,72,79,0.9,71,55,70,70,60,75,75,0,0,0,0,0,71,0.9,0,0.58,medium,55,0.62,0,0.07,weak,70,0.92,0,0.1575,medium,60,1,0,0.0875,medium,75,1,0,0.028,medium,75,0.9,0,0.0245,medium,79,0.92,0,0.0525,medium,0,0
11586,2026-W13,2026-03-29T11:49:33+00:00,1322,1968,76,83,0.9,63,63,68,72,60,75,65,0,0,0,0,0,63,0.9,0,0.58,medium,63,0.62,0,0.07,medium,72,0.92,0,0.1575,medium,60,1,0,0.0875,medium,75,1,0,0.028,medium,65,0.9,0,0.0245,medium,65,0.92,0,0.0525,medium,0,0
11585,2026-W13,2026-03-29T11:49:33+00:00,1321,1839,77,85,0.9,69,63,63,76,35,60,60,0,0,0,0,0,69,0.9,0,0.58,medium,63,0.62,0,0.07,medium,76,0.92,0,0.1575,medium,35,1,0,0.0875,weak,60,1,0,0.028,medium,60,0.9,0,0.0245,medium,73,0.92,0,0.0525,medium,0,0
11584,2026-W13,2026-03-29T11:49:33+00:00,1320,1425,77,85,0.9,68,55,65,68,55,60,70,0,0,0,0,0,68,0.9,0,0.58,medium,55,0.62,0,0.07,weak,68,0.92,0,0.1575,medium,55,1,0,0.0875,weak,60,1,0,0.028,medium,70,0.9,0,0.0245,medium,72,0.92,0,0.0525,medium,0,0
11583,2026-W13,2026-03-29T11:49:33+00:00,1319,1521,76,84,0.9,69,63,67,56,85,75,65,0,0,0,0,0,69,0.9,0,0.58,medium,63,0.62,0,0.07,medium,56,0.92,0,0.1575,weak,85,1,0,0.0875,strong,75,1,0,0.028,medium,65,0.9,0,0.0245,medium,67,0.92,0,0.0525,medium,0,0
11582,2026-W13,2026-03-29T11:49:33+00:00,1318,1616,82,90,0.9,72,55,71,74,55,85,84,0,0,0,0,0,72,0.9,0,0.58,medium,55,0.62,0,0.07,weak,74,0.92,0,0.1575,medium,55,1,0,0.0875,weak,85,1,0,0.028,strong,84,0.9,0,0.0245,strong,74,0.92,0,0.0525,medium,0,0
11581,2026-W13,2026-03-29T11:49:33+00:00,1317,1918,70,77,0.9,74,55,62,65,55,60,60,0,0,0,0,0,74,0.9,0,0.58,medium,55,0.62,0,0.07,weak,65,0.92,0,0.1575,medium,55,1,0,0.0875,weak,60,1,0,0.028,medium,60,0.9,0,0.0245,medium,68,0.92,0,0.0525,medium,0,0
11580,2026-W13,2026-03-29T11:49:33+00:00,1316,1327,83,91,0.9,77,58,64,71,55,60,60,0,0,0,0,0,77,0.9,0,0.58,medium,58,0.62,0,0.07,weak,71,0.92,0,0.1575,medium,55,1,0,0.0875,weak,60,1,0,0.028,medium,60,0.9,0,0.0245,medium,62,0.92,0,0.0525,medium,0,0
11579,2026-W13,2026-03-29T11:49:33+00:00,1313,1793,82,90,0.9,75,63,63,64,55,75,65,0,0,0,0,0,75,0.9,0,0.58,medium,63,0.62,0,0.07,medium,64,0.92,0,0.1575,medium,55,1,0,0.0875,weak,75,1,0,0.028,medium,65,0.9,0,0.0245,medium,65,0.92,0,0.0525,medium,0,0
11578,2026-W13,2026-03-29T11:49:33+00:00,1312,1499,73,80,0.9,69,59,75,70,85,60,80,0,0,0,0,0,69,0.9,0,0.58,medium,59,0.62,0,0.07,weak,70,0.92,0,0.1575,medium,85,1,0,0.0875,strong,60,1,0,0.028,medium,80,0.9,0,0.0245,strong,80,0.92,0,0.0525,strong,0,0
11577,2026-W13,2026-03-29T11:49:33+00:00,1310,1871,65,71,0.9,63,59,63,68,55,60,60,0,0,0,0,0,63,0.9,0,0.58,medium,59,0.62,0,0.07,weak,68,0.92,0,0.1575,medium,55,1,0,0.0875,weak,60,1,0,0.028,medium,60,0.9,0,0.0245,medium,62,0.92,0,0.0525,medium,0,0
11576,2026-W13,2026-03-29T11:49:33+00:00,1308,1532,75,82,0.9,67,63,60,59,55,60,60,0,0,0,0,0,67,0.9,0,0.58,medium,63,0.62,0,0.07,medium,59,0.92,0,0.1575,weak,55,1,0,0.0875,weak,60,1,0,0.028,medium,60,0.9,0,0.0245,medium,68,0.92,0,0.0525,medium,0,0
11575,2026-W13,2026-03-29T11:49:33+00:00,1307,1654,73,80,0.9,69,52,77,70,100,75,65,0,0,0,0,0,69,0.9,0,0.58,medium,52,0.62,0,0.07,weak,70,0.92,0,0.1575,medium,100,1,0,0.0875,strong,75,1,0,0.028,medium,65,0.9,0,0.0245,medium,65,0.92,0,0.0525,medium,0,0
11574,2026-W13,2026-03-29T11:49:33+00:00,1304,1766,82,90,0.9,73,59,68,75,55,60,70,0,0,0,0,0,73,0.9,0,0.58,medium,59,0.62,0,0.07,weak,75,0.92,0,0.1575,medium,55,1,0,0.0875,weak,60,1,0,0.028,medium,70,0.9,0,0.0245,medium,74,0.92,0,0.0525,medium,0,0
11573,2026-W13,2026-03-29T11:49:33+00:00,1300,1940,73,80,0.9,69,63,58,73,20,75,65,0,0,0,0,0,69,0.9,0,0.58,medium,63,0.62,0,0.07,medium,73,0.92,0,0.1575,medium,20,1,0,0.0875,weak,75,1,0,0.028,medium,65,0.9,0,0.0245,medium,67,0.92,0,0.0525,medium,0,0
11572,2026-W13,2026-03-29T11:49:33+00:00,1296,1790,73,81,0.9,74,58,76,69,100,60,60,0,0,0,0,0,74,0.9,0,0.58,medium,58,0.62,0,0.07,weak,69,0.92,0,0.1575,medium,100,1,0,0.0875,strong,60,1,0,0.028,medium,60,0.9,0,0.0245,medium,70,0.92,0,0.0525,medium,0,0
11571,2026-W13,2026-03-29T11:49:33+00:00,1295,1448,71,78,0.9,69,60,70,71,55,75,81,0,0,0,0,0,69,0.9,0,0.58,medium,60,0.62,0,0.07,medium,71,0.92,0,0.1575,medium,55,1,0,0.0875,weak,75,1,0,0.028,medium,81,0.9,0,0.0245,strong,82,0.92,0,0.0525,strong,0,0
